Geno,Loc,Year,Block,BS
BESC-357,CA,2010,3,5.333333333
BESC-357,CA,2010,Replacement,6
BESC-358,CA,2010,1,4.666666667
BESC-358,CA,2010,2,4.666666667
BESC-358,CA,2010,Replacement,6
BESC-359,CA,2010,1,5.666666667
BESC-359,CA,2010,2,6
BESC-359,CA,2010,Replacement,6
BESC-36,CA,2010,1,5.333333333
BESC-36,CA,2010,3,6
BESC-36,CA,2010,Replacement,6
BESC-360,CA,2010,1,5.666666667
BESC-360,CA,2010,2,3.666666667
BESC-360,CA,2010,Replacement,5.666666667
BESC-361,CA,2010,1,6
BESC-361,CA,2010,2,6
BESC-361,CA,2010,3,6
BESC-362,CA,2010,1,NA
BESC-362,CA,2010,2,5.333333333
BESC-362,CA,2010,3,NA
BESC-362,CA,2010,Replacement,5.666666667
BESC-363,CA,2010,1,5.333333333
BESC-363,CA,2010,2,6
BESC-363,CA,2010,3,6
BESC-363,CA,2010,Replacement,5.666666667
BESC-364,CA,2010,1,6
BESC-364,CA,2010,2,NA
BESC-364,CA,2010,3,6
BESC-366,CA,2010,1,4.666666667
BESC-366,CA,2010,2,4
BESC-366,CA,2010,3,6
BESC-366,CA,2010,Replacement,5.666666667
BESC-367,CA,2010,3,5.666666667
BESC-368,CA,2010,2,2.5
BESC-368,CA,2010,3,3.666666667
BESC-368,CA,2010,Replacement,5.666666667
BESC-369,CA,2010,1,6
BESC-369,CA,2010,3,6
BESC-369,CA,2010,Replacement,5.666666667
BESC-37,CA,2010,Replacement,5.666666667
BESC-370,CA,2010,2,5.666666667
BESC-370,CA,2010,3,5.333333333
BESC-370,CA,2010,Replacement,5.666666667
BESC-371,CA,2010,1,5
BESC-371,CA,2010,2,6
BESC-371,CA,2010,Replacement,NA
BESC-372,CA,2010,2,3.666666667
BESC-372,CA,2010,Replacement,4.333333333
BESC-373,CA,2010,1,3
BESC-373,CA,2010,2,5.666666667
BESC-373,CA,2010,3,NA
BESC-373,CA,2010,Replacement,5.666666667
BESC-374,CA,2010,1,NA
BESC-374,CA,2010,3,6
BESC-375,CA,2010,1,5.666666667
BESC-375,CA,2010,2,6
BESC-375,CA,2010,Replacement,4
BESC-376,CA,2010,1,NA
BESC-376,CA,2010,2,3.666666667
BESC-376,CA,2010,3,5.666666667
BESC-376,CA,2010,Replacement,6
BESC-378,CA,2010,1,NA
BESC-378,CA,2010,2,5
BESC-378,CA,2010,3,3.333333333
BESC-378,CA,2010,Replacement,5
BESC-379,CA,2010,2,6
BESC-379,CA,2010,3,4
BESC-379,CA,2010,Replacement,4.333333333
BESC-38,CA,2010,3,5.666666667
BESC-38,CA,2010,Replacement,NA
BESC-380,CA,2010,1,6
BESC-380,CA,2010,2,6
BESC-380,CA,2010,Replacement,4.666666667
BESC-381,CA,2010,1,5.666666667
BESC-381,CA,2010,2,6
BESC-381,CA,2010,3,6
BESC-381,CA,2010,Replacement,5.333333333
BESC-382,CA,2010,2,5.666666667
BESC-382,CA,2010,3,6
BESC-382,CA,2010,Replacement,4
BESC-383,CA,2010,1,6
BESC-383,CA,2010,3,5.333333333
BESC-384,CA,2010,1,3
BESC-384,CA,2010,2,5.666666667
BESC-384,CA,2010,Replacement,3.666666667
BESC-387,CA,2010,1,6
BESC-387,CA,2010,2,6
BESC-387,CA,2010,3,6
BESC-387,CA,2010,Replacement,5
BESC-388,CA,2010,1,3
BESC-388,CA,2010,3,6
BESC-388,CA,2010,Replacement,4.333333333
BESC-389,CA,2010,1,4.666666667
BESC-389,CA,2010,2,6
BESC-389,CA,2010,Replacement,6
BESC-39,CA,2010,1,NA
BESC-39,CA,2010,Replacement,5.333333333
BESC-390,CA,2010,1,4.666666667
BESC-390,CA,2010,2,NA
BESC-390,CA,2010,3,NA
BESC-391,CA,2010,1,NA
BESC-391,CA,2010,2,4
BESC-391,CA,2010,3,6
BESC-392,CA,2010,1,6
BESC-392,CA,2010,2,6
BESC-392,CA,2010,3,5.666666667
BESC-392,CA,2010,Replacement,5.666666667
BESC-393,CA,2010,1,6
BESC-393,CA,2010,2,6
BESC-393,CA,2010,Replacement,5.666666667
BESC-394,CA,2010,1,5.666666667
BESC-394,CA,2010,2,5.666666667
BESC-395,CA,2010,3,6
BESC-396,CA,2010,1,6
BESC-396,CA,2010,2,6
BESC-396,CA,2010,3,6
BESC-396,CA,2010,Replacement,6
BESC-397,CA,2010,1,4.666666667
BESC-397,CA,2010,2,3.666666667
BESC-397,CA,2010,Replacement,6
BESC-398,CA,2010,2,NA
BESC-398,CA,2010,3,NA
BESC-398,CA,2010,Replacement,6
BESC-399,CA,2010,1,4.666666667
BESC-399,CA,2010,3,6
BESC-399,CA,2010,Replacement,6
BESC-4,CA,2010,1,5.666666667
BESC-4,CA,2010,2,5.666666667
BESC-4,CA,2010,3,3.666666667
BESC-4,CA,2010,Replacement,5.666666667
BESC-40,CA,2010,1,3
BESC-40,CA,2010,Replacement,5.666666667
BESC-400,CA,2010,2,6
BESC-400,CA,2010,3,5.666666667
BESC-400,CA,2010,Replacement,6
BESC-401,CA,2010,1,6
BESC-401,CA,2010,2,6
BESC-402,CA,2010,1,4.333333333
BESC-402,CA,2010,2,4
BESC-403,CA,2010,2,5.333333333
BESC-403,CA,2010,3,3.333333333
BESC-404,CA,2010,1,3
BESC-404,CA,2010,2,6
BESC-404,CA,2010,Replacement,NA
BESC-405,CA,2010,1,5.666666667
BESC-405,CA,2010,2,5.333333333
BESC-405,CA,2010,3,5.666666667
BESC-405,CA,2010,Replacement,3.666666667
BESC-406,CA,2010,2,4.666666667
BESC-406,CA,2010,3,5.333333333
BESC-406,CA,2010,Replacement,3.333333333
BESC-407,CA,2010,1,3
BESC-407,CA,2010,2,5.333333333
BESC-407,CA,2010,3,6
BESC-409,CA,2010,1,4
BESC-409,CA,2010,2,5
BESC-409,CA,2010,3,3.333333333
BESC-409,CA,2010,Replacement,5.666666667
BESC-41,CA,2010,1,5.333333333
BESC-41,CA,2010,2,6
BESC-41,CA,2010,Replacement,6
BESC-410,CA,2010,1,5.666666667
BESC-410,CA,2010,2,5.666666667
BESC-410,CA,2010,3,6
BESC-410,CA,2010,3,5.666666667
BESC-410,CA,2010,Replacement,5.666666667
BESC-411,CA,2010,1,5
BESC-411,CA,2010,2,6
BESC-411,CA,2010,3,6
BESC-411,CA,2010,Replacement,NA
BESC-412,CA,2010,1,6
BESC-412,CA,2010,2,NA
BESC-412,CA,2010,3,6
BESC-413,CA,2010,1,NA
BESC-413,CA,2010,2,6
BESC-413,CA,2010,3,6
BESC-414,CA,2010,1,NA
BESC-414,CA,2010,2,NA
BESC-415,CA,2010,1,6
BESC-415,CA,2010,2,5.666666667
BESC-415,CA,2010,3,NA
BESC-415,CA,2010,Replacement,4.666666667
BESC-417,CA,2010,2,5.666666667
BESC-417,CA,2010,Replacement,5.666666667
BESC-418,CA,2010,1,5
BESC-418,CA,2010,2,5.666666667
BESC-418,CA,2010,Replacement,6
BESC-419,CA,2010,1,NA
BESC-419,CA,2010,2,5.333333333
BESC-42,CA,2010,2,4
BESC-42,CA,2010,Replacement,4
BESC-420,CA,2010,2,6
BESC-421,CA,2010,1,5.333333333
BESC-421,CA,2010,2,4
BESC-421,CA,2010,3,5
BESC-421,CA,2010,3,3.666666667
BESC-422,CA,2010,2,5.333333333
BESC-422,CA,2010,3,6
BESC-422,CA,2010,3,NA
BESC-423,CA,2010,2,5.333333333
BESC-423,CA,2010,3,NA
BESC-423,CA,2010,3,5.666666667
BESC-424,CA,2010,1,3
BESC-424,CA,2010,2,6
BESC-424,CA,2010,3,5.333333333
BESC-424,CA,2010,3,6
BESC-424,CA,2010,Replacement,5.666666667
BESC-425,CA,2010,1,NA
BESC-425,CA,2010,2,6
BESC-425,CA,2010,3,3.666666667
BESC-425,CA,2010,Replacement,6
BESC-426,CA,2010,1,5
BESC-426,CA,2010,2,6
BESC-426,CA,2010,Replacement,6
BESC-427,CA,2010,1,5.333333333
BESC-427,CA,2010,3,6
BESC-428,CA,2010,1,5.333333333
BESC-428,CA,2010,2,6
BESC-428,CA,2010,3,5.333333333
BESC-429,CA,2010,3,NA
BESC-429,CA,2010,Replacement,NA
BESC-43,CA,2010,1,3
BESC-43,CA,2010,2,5.666666667
BESC-430,CA,2010,3,6
BESC-430,CA,2010,3,6
BESC-430,CA,2010,3,6
BESC-431,CA,2010,1,NA
BESC-431,CA,2010,2,5.666666667
BESC-431,CA,2010,3,6
BESC-432,CA,2010,1,6
BESC-432,CA,2010,3,6
BESC-432,CA,2010,3,3.666666667
BESC-432,CA,2010,Replacement,5.333333333
BESC-433,CA,2010,2,6
BESC-434,CA,2010,1,4.666666667
BESC-434,CA,2010,3,6
BESC-435,CA,2010,1,4
BESC-435,CA,2010,3,6
BESC-435,CA,2010,3,3.333333333
BESC-436,CA,2010,1,3
BESC-436,CA,2010,3,6
BESC-436,CA,2010,3,NA
BESC-437,CA,2010,3,6
BESC-438,CA,2010,1,6
BESC-438,CA,2010,2,6
BESC-438,CA,2010,3,6
BESC-438,CA,2010,Replacement,4
BESC-439,CA,2010,1,4
BESC-439,CA,2010,3,3.666666667
BESC-439,CA,2010,Replacement,4
BESC-44,CA,2010,1,6
BESC-44,CA,2010,3,3.333333333
BESC-44,CA,2010,3,6
BESC-44,CA,2010,Replacement,6
BESC-440,CA,2010,1,5.666666667
BESC-440,CA,2010,2,5.666666667
BESC-440,CA,2010,3,5.333333333
BESC-441,CA,2010,1,6
BESC-441,CA,2010,2,6
BESC-441,CA,2010,3,6
BESC-442,CA,2010,1,6
BESC-442,CA,2010,3,5.666666667
BESC-442,CA,2010,Replacement,5
BESC-443,CA,2010,1,5.333333333
BESC-443,CA,2010,2,6
BESC-443,CA,2010,3,6
BESC-444,CA,2010,1,5
BESC-444,CA,2010,2,6
BESC-445,CA,2010,1,4
BESC-445,CA,2010,3,6
BESC-445,CA,2010,3,6
BESC-446,CA,2010,1,6
BESC-446,CA,2010,2,6
BESC-446,CA,2010,3,6
BESC-446,CA,2010,Replacement,NA
BESC-447,CA,2010,3,6
BESC-447,CA,2010,3,3.333333333
BESC-447,CA,2010,Replacement,4.333333333
BESC-448,CA,2010,3,6
BESC-448,CA,2010,Replacement,5.666666667
BESC-449,CA,2010,Replacement,5.666666667
BESC-45,CA,2010,1,5
BESC-45,CA,2010,2,6
BESC-45,CA,2010,3,3.333333333
BESC-45,CA,2010,3,3.666666667
BESC-450,CA,2010,1,5.333333333
BESC-450,CA,2010,3,6
BESC-450,CA,2010,Replacement,5.666666667
BESC-451,CA,2010,1,5.666666667
BESC-451,CA,2010,2,6
BESC-451,CA,2010,3,3.666666667
BESC-451,CA,2010,Replacement,5.666666667
BESC-452,CA,2010,3,5.666666667
BESC-452,CA,2010,Replacement,6
BESC-453,CA,2010,1,5.333333333
BESC-453,CA,2010,2,6
BESC-453,CA,2010,3,3
BESC-454,CA,2010,1,5.333333333
BESC-454,CA,2010,2,5.666666667
BESC-454,CA,2010,3,3.666666667
BESC-454,CA,2010,Replacement,5.333333333
BESC-458,CA,2010,1,6
BESC-458,CA,2010,2,5.666666667
BESC-458,CA,2010,3,NA
BESC-459,CA,2010,1,5
BESC-459,CA,2010,2,6
BESC-459,CA,2010,3,6
BESC-46,CA,2010,1,4.666666667
BESC-46,CA,2010,2,5.333333333
BESC-46,CA,2010,3,5.666666667
BESC-460,CA,2010,1,4
BESC-460,CA,2010,2,4.666666667
BESC-461,CA,2010,1,6
BESC-461,CA,2010,2,6
BESC-461,CA,2010,3,6
BESC-462,CA,2010,2,6
BESC-462,CA,2010,3,5.666666667
BESC-462,CA,2010,Replacement,5.666666667
BESC-463,CA,2010,1,5.666666667
BESC-463,CA,2010,2,6
BESC-463,CA,2010,3,3.666666667
BESC-464,CA,2010,1,6
BESC-464,CA,2010,2,6
BESC-466,CA,2010,1,6
BESC-466,CA,2010,1,NA
BESC-466,CA,2010,2,5.666666667
BESC-466,CA,2010,3,NA
BESC-467,CA,2010,1,4.333333333
BESC-467,CA,2010,2,4.666666667
BESC-467,CA,2010,3,3.666666667
BESC-467,CA,2010,3,NA
BESC-468,CA,2010,2,6
BESC-468,CA,2010,3,NA
BESC-469,CA,2010,1,4.333333333
BESC-469,CA,2010,2,5.333333333
BESC-469,CA,2010,3,6
BESC-47,CA,2010,Replacement,5.666666667
BESC-470,CA,2010,1,6
BESC-48,CA,2010,1,5.333333333
BESC-48,CA,2010,Replacement,5.666666667
BESC-49,CA,2010,1,NA
BESC-49,CA,2010,2,3.666666667
BESC-49,CA,2010,Replacement,3.666666667
BESC-5,CA,2010,1,4.666666667
BESC-5,CA,2010,2,6
BESC-5,CA,2010,3,5.666666667
BESC-5,CA,2010,3,4
BESC-50,CA,2010,1,5.333333333
BESC-50,CA,2010,2,6
BESC-50,CA,2010,Replacement,5.666666667
BESC-51,CA,2010,1,3.666666667
BESC-51,CA,2010,2,6
BESC-51,CA,2010,3,6
BESC-52,CA,2010,1,3
BESC-52,CA,2010,2,4
BESC-52,CA,2010,Replacement,5
BESC-53,CA,2010,2,5.666666667
BESC-53,CA,2010,3,4
BESC-53,CA,2010,Replacement,5.333333333
BESC-54,CA,2010,1,5.666666667
BESC-54,CA,2010,2,NA
BESC-54,CA,2010,3,5.666666667
BESC-55,CA,2010,1,3
BESC-55,CA,2010,3,3.333333333
BESC-55,CA,2010,Replacement,3.666666667
BESC-56,CA,2010,1,3.333333333
BESC-56,CA,2010,2,3.666666667
BESC-56,CA,2010,3,5.333333333
BESC-56,CA,2010,Replacement,3.333333333
BESC-57,CA,2010,3,NA
BESC-57,CA,2010,Replacement,5.666666667
BESC-58,CA,2010,1,5.666666667
BESC-58,CA,2010,2,5.333333333
BESC-58,CA,2010,3,6
BESC-59,CA,2010,3,6
BESC-59,CA,2010,Replacement,5.666666667
BESC-6,CA,2010,Replacement,6
BESC-60,CA,2010,1,3
BESC-60,CA,2010,3,3.666666667
BESC-60,CA,2010,Replacement,3.333333333
BESC-61,CA,2010,1,NA
BESC-61,CA,2010,3,6
BESC-61,CA,2010,3,NA
BESC-61,CA,2010,Replacement,6
BESC-62,CA,2010,1,4.666666667
BESC-62,CA,2010,3,6
BESC-62,CA,2010,Replacement,3.666666667
BESC-63,CA,2010,1,5.666666667
BESC-64,CA,2010,3,NA
BESC-64,CA,2010,Replacement,6
BESC-65,CA,2010,2,6
BESC-65,CA,2010,3,4
BESC-65,CA,2010,Replacement,6
BESC-66,CA,2010,1,6
BESC-66,CA,2010,2,6
BESC-66,CA,2010,3,6
BESC-67,CA,2010,1,4
BESC-67,CA,2010,2,6
BESC-67,CA,2010,3,6
BESC-67,CA,2010,Replacement,6
BESC-68,CA,2010,1,6
BESC-68,CA,2010,2,5.666666667
BESC-68,CA,2010,3,4
BESC-68,CA,2010,3,3
BESC-68,CA,2010,Replacement,6
BESC-69,CA,2010,2,5.333333333
BESC-7,CA,2010,2,4.666666667
BESC-7,CA,2010,3,3.666666667
BESC-7,CA,2010,Replacement,5.666666667
BESC-70,CA,2010,2,6
BESC-70,CA,2010,3,6
BESC-70,CA,2010,Replacement,NA
BESC-71,CA,2010,1,4.333333333
BESC-71,CA,2010,2,6
BESC-71,CA,2010,3,4
BESC-71,CA,2010,3,3.666666667
BESC-71,CA,2010,Replacement,NA
BESC-72,CA,2010,1,4
BESC-72,CA,2010,2,6
BESC-72,CA,2010,3,3.666666667
BESC-72,CA,2010,Replacement,5.333333333
BESC-73,CA,2010,2,5.333333333
BESC-73,CA,2010,3,5.666666667
BESC-73,CA,2010,Replacement,NA
BESC-74,CA,2010,1,6
BESC-74,CA,2010,2,5.666666667
BESC-74,CA,2010,3,6
BESC-74,CA,2010,Replacement,4
BESC-75,CA,2010,1,NA
BESC-75,CA,2010,1,5.333333333
BESC-75,CA,2010,2,5.666666667
BESC-75,CA,2010,3,6
BESC-75,CA,2010,Replacement,NA
BESC-76,CA,2010,1,4
BESC-76,CA,2010,3,3.333333333
BESC-77,CA,2010,1,6
BESC-77,CA,2010,3,5.666666667
BESC-77,CA,2010,Replacement,3.666666667
BESC-78,CA,2010,1,5.333333333
BESC-78,CA,2010,2,5.666666667
BESC-78,CA,2010,3,5.666666667
BESC-78,CA,2010,Replacement,6
BESC-79,CA,2010,1,4.666666667
BESC-79,CA,2010,3,6
BESC-79,CA,2010,Replacement,6
BESC-8,CA,2010,2,4.666666667
BESC-8,CA,2010,3,3.666666667
BESC-8,CA,2010,Replacement,4.666666667
BESC-80,CA,2010,1,5.666666667
BESC-80,CA,2010,2,5.666666667
BESC-801,CA,2010,1,3
BESC-801,CA,2010,2,NA
BESC-801,CA,2010,2,6
BESC-802,CA,2010,1,4.666666667
BESC-802,CA,2010,3,NA
BESC-803,CA,2010,1,5.666666667
BESC-803,CA,2010,2,NA
BESC-803,CA,2010,3,5.333333333
BESC-804,CA,2010,1,5
BESC-804,CA,2010,2,5.666666667
BESC-805,CA,2010,1,5.666666667
BESC-805,CA,2010,2,6
BESC-805,CA,2010,3,NA
BESC-806,CA,2010,1,5.666666667
BESC-806,CA,2010,1,NA
BESC-806,CA,2010,2,6
BESC-806,CA,2010,3,5.333333333
BESC-808,CA,2010,1,NA
BESC-808,CA,2010,2,6
BESC-809,CA,2010,1,NA
BESC-809,CA,2010,2,6
BESC-810,CA,2010,1,3.666666667
BESC-810,CA,2010,2,3.666666667
BESC-810,CA,2010,3,NA
BESC-811,CA,2010,1,4.333333333
BESC-811,CA,2010,2,6
BESC-811,CA,2010,3,5.333333333
BESC-811,CA,2010,3,NA
BESC-812,CA,2010,1,6
BESC-812,CA,2010,3,6
BESC-813,CA,2010,1,NA
BESC-813,CA,2010,2,6
BESC-813,CA,2010,3,5.666666667
BESC-814,CA,2010,2,6
BESC-815,CA,2010,1,5.666666667
BESC-815,CA,2010,2,5.666666667
BESC-815,CA,2010,3,5.666666667
BESC-816,CA,2010,1,5.666666667
BESC-816,CA,2010,2,4
BESC-816,CA,2010,3,5.666666667
BESC-816,CA,2010,Replacement,4
BESC-817,CA,2010,1,5
BESC-817,CA,2010,2,4
BESC-817,CA,2010,3,6
BESC-817,CA,2010,Replacement,NA
BESC-818,CA,2010,1,NA
BESC-818,CA,2010,1,NA
BESC-818,CA,2010,2,5.666666667
BESC-818,CA,2010,3,6
BESC-819,CA,2010,3,5.666666667
BESC-819,CA,2010,Replacement,NA
BESC-82,CA,2010,1,5.333333333
BESC-82,CA,2010,3,6
BESC-82,CA,2010,3,3.333333333
BESC-82,CA,2010,Replacement,5.666666667
BESC-820,CA,2010,1,5
BESC-820,CA,2010,1,NA
BESC-821,CA,2010,1,5
BESC-821,CA,2010,2,5.666666667
BESC-821,CA,2010,3,5.666666667
BESC-821,CA,2010,Replacement,NA
BESC-822,CA,2010,2,5.666666667
BESC-822,CA,2010,Replacement,NA
BESC-823,CA,2010,1,6
BESC-823,CA,2010,2,6
BESC-824,CA,2010,1,5.666666667
BESC-824,CA,2010,3,3.333333333
BESC-825,CA,2010,1,3.666666667
BESC-825,CA,2010,3,3
BESC-826,CA,2010,1,5.333333333
BESC-826,CA,2010,3,5.666666667
BESC-826,CA,2010,3,NA
BESC-827,CA,2010,1,5
BESC-827,CA,2010,3,5.333333333
BESC-827,CA,2010,3,NA
BESC-828,CA,2010,2,6
BESC-828,CA,2010,3,NA
BESC-829,CA,2010,3,4
BESC-829,CA,2010,3,3.333333333
BESC-83,CA,2010,1,5
BESC-83,CA,2010,2,NA
BESC-83,CA,2010,Replacement,5.666666667
BESC-830,CA,2010,1,3
BESC-830,CA,2010,2,5.666666667
BESC-830,CA,2010,3,3.333333333
BESC-831,CA,2010,1,5.333333333
BESC-831,CA,2010,2,5.666666667
BESC-831,CA,2010,3,4
BESC-832,CA,2010,1,6
BESC-832,CA,2010,2,6
BESC-832,CA,2010,3,5.666666667
BESC-832,CA,2010,3,NA
BESC-833,CA,2010,1,5.666666667
BESC-833,CA,2010,2,6
BESC-833,CA,2010,3,6
BESC-834,CA,2010,1,4
BESC-834,CA,2010,3,4
BESC-835,CA,2010,1,4.333333333
BESC-835,CA,2010,2,4
BESC-835,CA,2010,3,3.333333333
BESC-836,CA,2010,1,3.333333333
BESC-836,CA,2010,2,4.666666667
BESC-836,CA,2010,3,6
BESC-837,CA,2010,1,4.333333333
BESC-837,CA,2010,2,5.333333333
BESC-837,CA,2010,3,3.333333333
BESC-838,CA,2010,1,3.666666667
BESC-838,CA,2010,3,5.666666667
BESC-839,CA,2010,1,4.666666667
BESC-839,CA,2010,2,NA
BESC-84,CA,2010,2,6
BESC-84,CA,2010,3,6
BESC-84,CA,2010,3,6
BESC-840,CA,2010,1,5.333333333
BESC-840,CA,2010,2,6
BESC-841,CA,2010,2,NA
BESC-841,CA,2010,3,NA
BESC-842,CA,2010,2,5.666666667
BESC-843,CA,2010,1,3
BESC-843,CA,2010,3,5.666666667
BESC-844,CA,2010,1,6
BESC-844,CA,2010,2,4
BESC-844,CA,2010,3,6
BESC-845,CA,2010,2,6
BESC-845,CA,2010,3,6
BESC-845,CA,2010,3,NA
BESC-846,CA,2010,1,5.666666667
BESC-846,CA,2010,2,6
BESC-846,CA,2010,3,NA
BESC-847,CA,2010,2,6
BESC-847,CA,2010,2,NA
BESC-848,CA,2010,1,5
BESC-848,CA,2010,2,6
BESC-848,CA,2010,3,6
BESC-848,CA,2010,3,NA
BESC-849,CA,2010,1,5.666666667
BESC-849,CA,2010,3,5.333333333
BESC-85,CA,2010,1,6
BESC-85,CA,2010,2,6
BESC-85,CA,2010,3,6
BESC-850,CA,2010,3,5.666666667
BESC-851,CA,2010,1,5.333333333
BESC-851,CA,2010,2,6
BESC-851,CA,2010,3,6
BESC-851,CA,2010,3,4
BESC-852,CA,2010,1,5.333333333
BESC-852,CA,2010,2,5.333333333
BESC-852,CA,2010,3,6
BESC-853,CA,2010,1,5
BESC-853,CA,2010,2,4
BESC-853,CA,2010,2,NA
BESC-854,CA,2010,1,5.666666667
BESC-854,CA,2010,2,5.666666667
BESC-855,CA,2010,1,4.333333333
BESC-855,CA,2010,2,5.333333333
BESC-855,CA,2010,3,NA
BESC-856,CA,2010,1,5.666666667
BESC-856,CA,2010,2,5.333333333
BESC-856,CA,2010,3,NA
BESC-858,CA,2010,1,5.666666667
BESC-858,CA,2010,2,6
BESC-859,CA,2010,1,NA
BESC-859,CA,2010,2,5.333333333
BESC-859,CA,2010,3,NA
BESC-86,CA,2010,2,3.666666667
BESC-86,CA,2010,3,6
BESC-86,CA,2010,Replacement,5.666666667
BESC-860,CA,2010,1,5.666666667
BESC-860,CA,2010,2,NA
BESC-860,CA,2010,3,6
BESC-861,CA,2010,1,3
BESC-861,CA,2010,2,3.666666667
BESC-862,CA,2010,1,4
BESC-862,CA,2010,2,NA
BESC-862,CA,2010,3,3.666666667
BESC-862,CA,2010,3,NA
BESC-863,CA,2010,1,6
BESC-863,CA,2010,3,6
BESC-863,CA,2010,3,NA
BESC-864,CA,2010,1,6
BESC-864,CA,2010,1,NA
BESC-864,CA,2010,2,NA
BESC-864,CA,2010,3,6
BESC-864,CA,2010,3,5.666666667
BESC-865,CA,2010,1,4
BESC-865,CA,2010,1,NA
BESC-865,CA,2010,2,4
BESC-865,CA,2010,3,3.666666667
BESC-866,CA,2010,1,5.666666667
BESC-866,CA,2010,1,NA
BESC-866,CA,2010,2,5.333333333
BESC-866,CA,2010,3,6
BESC-867,CA,2010,1,6
BESC-867,CA,2010,2,6
BESC-867,CA,2010,3,NA
BESC-867,CA,2010,3,6
BESC-868,CA,2010,1,6
BESC-868,CA,2010,2,5.666666667
BESC-868,CA,2010,3,6
BESC-869,CA,2010,2,5.666666667
BESC-869,CA,2010,3,5.666666667
BESC-869,CA,2010,3,6
BESC-871,CA,2010,1,6
BESC-871,CA,2010,2,6
BESC-871,CA,2010,3,6
BESC-871,CA,2010,Replacement,NA
BESC-872,CA,2010,2,5.666666667
BESC-872,CA,2010,3,3.666666667
BESC-873,CA,2010,1,NA
BESC-873,CA,2010,2,3.666666667
BESC-873,CA,2010,3,5.333333333
BESC-873,CA,2010,3,5.666666667
BESC-874,CA,2010,1,5.666666667
BESC-874,CA,2010,2,5.666666667
BESC-874,CA,2010,3,3.333333333
BESC-876,CA,2010,2,6
BESC-876,CA,2010,3,6
BESC-876,CA,2010,3,6
BESC-876,CA,2010,3,NA
BESC-877,CA,2010,1,5.666666667
BESC-878,CA,2010,2,3.666666667
BESC-878,CA,2010,3,5.333333333
BESC-879,CA,2010,1,4
BESC-879,CA,2010,3,5.333333333
BESC-879,CA,2010,3,3.666666667
BESC-879,CA,2010,3,6
BESC-880,CA,2010,2,5.666666667
BESC-880,CA,2010,3,4
BESC-881,CA,2010,1,4.333333333
BESC-881,CA,2010,2,4
BESC-881,CA,2010,3,6
BESC-881,CA,2010,3,5.333333333
BESC-882,CA,2010,1,6
BESC-882,CA,2010,2,5.666666667
BESC-883,CA,2010,2,6
BESC-883,CA,2010,3,5.666666667
BESC-884,CA,2010,3,3.666666667
BESC-884,CA,2010,3,6
BESC-885,CA,2010,2,5.333333333
BESC-885,CA,2010,3,NA
BESC-885,CA,2010,3,6
BESC-886,CA,2010,2,3.666666667
BESC-886,CA,2010,3,6
BESC-887,CA,2010,1,5.666666667
BESC-887,CA,2010,3,5.333333333
BESC-887,CA,2010,3,6
BESC-888,CA,2010,3,NA
BESC-888,CA,2010,3,3.666666667
BESC-888,CA,2010,Replacement,4.333333333
BESC-889,CA,2010,2,4
BESC-889,CA,2010,3,NA
BESC-889,CA,2010,3,NA
BESC-889,CA,2010,3,NA
BESC-89,CA,2010,1,4.333333333
BESC-89,CA,2010,2,6
BESC-89,CA,2010,Replacement,6
BESC-890,CA,2010,1,5.666666667
BESC-890,CA,2010,2,5.666666667
BESC-890,CA,2010,2,NA
BESC-890,CA,2010,3,6
BESC-891,CA,2010,1,4.333333333
BESC-891,CA,2010,2,6
BESC-891,CA,2010,3,6
BESC-891,CA,2010,3,6
BESC-892,CA,2010,1,NA
BESC-892,CA,2010,2,6
BESC-892,CA,2010,3,NA
BESC-893,CA,2010,2,5.666666667
BESC-893,CA,2010,3,6
BESC-893,CA,2010,3,3
BESC-894,CA,2010,3,6
BESC-894,CA,2010,3,6
BESC-894,CA,2010,3,5.333333333
BESC-895,CA,2010,1,5.666666667
BESC-895,CA,2010,2,5.666666667
BESC-895,CA,2010,3,NA
BESC-896,CA,2010,1,4.333333333
BESC-896,CA,2010,2,6
BESC-896,CA,2010,2,NA
BESC-896,CA,2010,3,5.333333333
BESC-896,CA,2010,3,6
BESC-897,CA,2010,1,3.666666667
BESC-897,CA,2010,2,NA
BESC-897,CA,2010,3,6
BESC-898,CA,2010,2,NA
BESC-898,CA,2010,3,NA
BESC-899,CA,2010,1,5.333333333
BESC-899,CA,2010,2,4
BESC-899,CA,2010,3,NA
BESC-899,CA,2010,3,3
BESC-90,CA,2010,1,3
BESC-90,CA,2010,2,6
BESC-90,CA,2010,Replacement,3.666666667
BESC-900,CA,2010,3,6
BESC-900,CA,2010,3,6
BESC-901,CA,2010,1,4.666666667
BESC-901,CA,2010,2,6
BESC-901,CA,2010,3,6
BESC-901,CA,2010,3,6
BESC-902,CA,2010,2,6
BESC-902,CA,2010,3,6
BESC-902,CA,2010,3,4
BESC-902,CA,2010,3,3.666666667
BESC-903,CA,2010,1,NA
BESC-903,CA,2010,2,5.666666667
BESC-904,CA,2010,1,5.333333333
BESC-904,CA,2010,2,4
BESC-905,CA,2010,3,6
BESC-905,CA,2010,3,5.666666667
BESC-906,CA,2010,1,6
BESC-906,CA,2010,3,NA
BESC-907,CA,2010,1,NA
BESC-907,CA,2010,2,5.666666667
BESC-908,CA,2010,2,6
BESC-908,CA,2010,3,4
BESC-909,CA,2010,3,3.666666667
BESC-909,CA,2010,3,5.666666667
